1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,7
11,2
12,8
13,4
14,9
15,8
16,10
17,8
18,11
19,10
20,9
21,10
22,4
23,5
24,11
25,10
26,8
27,12
28,11
29,11
30,11
31,4
32,12
33,6
34,10
35,12
36,13
37,10
38,12
39,12
40,13
41,5
42,13
43,7
44,8
45,14
46,10
47,11
48,14
49,14
50,12
51,11
52,10
53,8
54,15
55,10
56,15
57,13
58,13
59,14
60,13
61,7
62,8
63,16
64,16
65,11
66,12
67,13
68,14
69,15
70,14
71,8
72,17
73,10
74,12
75,13
76,14
77,14
78,15
79,16
80,15
81,18
82,10
83,11
84,15
85,13
86,14
87,15
88,16
89,17
90,16
91,11
92,12
93,12
94,13
95,15
96,16
97,16
98,17
99,18
100,14
101,2
102,14
103,4
104,12
105,15
106,10
107,8
108,17
109,10
110,12
111,13
112,17
113,5
114,16
115,10
116,15
117,15
118,16
119,15
120,16
121,4
122,9
123,8
124,10
125,15
126,18
127,10
128,18
129,12
130,13
131,5
132,14
133,17
134,15
135,17
136,16
137,11
138,17
139,13
140,16
141,14
142,10
143,8
144,19
145,16
146,12
147,17
148,14
149,14
150,16
151,7
152,18
153,17
154,16
155,11
156,17
157,13
158,18
159,15
160,17
161,12
162,20
163,10
164,12
165,13
166,13
167,14
168,18
169,16
170,15
171,19
172,16
173,11
174,17
175,17
176,18
177,17
178,19
179,17
180,18
181,10
182,15
183,12
184,14
185,15
186,15
187,16
188,17
189,19
190,17
191,11
192,19
193,13
194,18
195,17
196,19
197,17
198,20
199,19
200,18
201,16
202,4
203,18
204,17
205,10
206,8
207,18
208,16
209,12
210,18
211,4
212,12
213,11
214,10
215,12
216,20
217,11
218,12
219,13
220,14
221,12
222,16
223,7
224,19
225,19
226,10
227,11
228,18
229,13
230,15
231,17
232,19
233,8
234,18
235,16
236,18
237,19
238,17
239,14
240,19
241,7
242,8
243,21
244,11
245,19
246,13
247,14
248,14
249,15
250,17
251,8
252,20
253,10
254,12
255,16
256,20
257,14
258,17
259,17
260,15
261,20
262,10
263,11
264,19
265,13
266,19
267,20
268,17
269,17
270,20
271,10
272,18
273,19
274,13
275,15
276,19
277,16
278,17
279,18
280,20
281,11
282,17
283,13
284,14
285,18
286,16
287,17
288,21
289,19
290,18
291,19
292,14
293,14
294,20
295,19
296,18
297,21
298,19
299,20
300,18
301,14
302,9
303,6
304,20
305,12
306,19
307,10
308,18
309,12
310,13
311,5
312,20
313,7
314,15
315,21
316,20
317,11
318,17
319,13
320,21
321,11
322,17
323,18
324,22
325,16
326,12
327,13
328,14
329,18
330,17
331,7
332,15
333,19
334,16
335,18
336,21
337,13
338,18
339,15
340,19
341,8
342,21
343,21
344,18
345,20
346,13
347,14
348,19
349,16
350,19
351,21
352,20
353,11
354,20
355,13
356,21
357,18
358,19
359,17
360,22
361,20
362,12
363,12
364,17
365,15
366,15
367,16
368,18
369,18
370,17
371,15
372,17
373,13
374,18
375,18
376,19
377,17
378,22
379,19
380,19
381,13
382,13
383,14
384,22
385,19
386,17
387,18
388,20
389,20
390,20
391,13
392,22
393,15
394,19
395,21
396,22
397,19
398,21
399,21
400,20
401,5
402,19
403,8
404,8
405,23
406,20
407,12
408,20
409,13
410,15
411,14
412,10
413,21
414,21
415,16
416,18
417,16
418,14
419,14
420,20
421,7
422,8
423,20
424,16
425,18
426,14
427,14
428,14
429,15
430,19
431,8
432,23
433,10
434,15
435,20
436,14
437,15
438,16
439,16
440,21
441,23
442,16
443,11
444,18
445,22
446,14
447,17
448,23
449,17
450,21
451,10
452,12
453,12
454,13
455,18
456,21
457,16
458,17
459,20
460,17
461,11
462,20
463,13
464,21
465,17
466,16
467,17
468,21
469,20
470,18
471,16
472,22
473,14
474,22
475,20
476,21
477,18
478,19
479,20
480,21
481,14
482,14
483,22
484,16
485,21
486,24
487,19
488,20
489,21
490,22
491,14
492,16
493,19
494,18
495,23
496,19
497,20
498,21
499,22
500,19
501,17
502,10
503,8
504,24
505,10
506,12
507,19
508,14
509,14
510,19
511,17
512,24
513,22
514,16
515,11
516,20
517,13
518,19
519,15
520,19
521,8
522,22
523,10
524,12
525,20
526,13
527,14
528,22
529,16
530,15
531,23
532,21
533,11
534,23
535,13
536,21
537,20
538,19
539,21
540,22
541,10
542,12
543,13
544,22
545,15
546,22
547,16
548,17
549,18
550,17
551,21
552,23
553,23
554,18
555,18
556,19
557,17
558,20
559,19
560,22
561,19
562,13
563,14
564,20
565,16
566,17
